"row","Population","BLOCK.POS","Sample.ID","Family.Unique","Family.NonUnique","Replicate","HabitatType","Region","Collector","Collection.Date","Block.ID","Position","Letter.Pos","No.Position","Bench","Planting.Date","Survival.Y.N","Germination.Y.N","Germination.Date","No.Days.to.Germ","True.Leaf","No.Days.to.TrueLeaf","Germ.to.TrueLeaf","Flower.Y.N.2016","Fruit.Y.N.2016","DTFF.2016","no.Planting.to.DTFF","No.Days.Germ.to.Flr","No.Days.TL.to.Flr","No.Flowers.2016","No.Fruit.2016","Seedmass.2016","sm","Flower.Y.N.2017","Fruit.Y.N.2017","Flowering.4.2.17.Y.N","DTFF.2017","DTFF.Ordinal.Day.2017","norm.flower.date.2017","Date.to.Bolt.2017","DtB.O.Day.2017","norm.bolt.date.2017","Date.to.Fruit.2017","Fruit.O.Day.2017","norm.fruit.date.2017","Seedmass.2017","sm.2","Survival.Y.N.2017","No.Fruit.2017","Total.N.R.2017","Total.Flowers.2017","Flowering.Y.N.2018","Fruit.Y.N.2018","DTFF.2018","DTFF.18.Oday","DtB.2018","DtB.Oday.2018","Date.to.Fruit.2018","Date.to.Fruit.Oday.2018","Non.reproductive.flowers","seedmass.2018.g.","No.Fruit.2018","Total.Flowers.2018","Survival.Y.N.2018","Latitude","Longitude","Elevation.m","n.fruit.envelopes","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD_0","DD5","DD_18","DD18","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD","MAR","RH","Dist.from.cg.km","Surv2017","Surv2018"
1151,"MAN-MIS","4-B8","MAN-MIS.32.4","MAN-MIS_32",32,4,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",4,"B8","B",8,1,"11/7/2015",1,1,"11/19/2015",12,"11/26/2015",19,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"0","4/5/2017",95,5,"4/30/2017",120,30,"5/29/2017",149,59,1.094,1094,1,8,11,19,1,1,"4/19/2018",109,"5/14/2018",134,"5/23/2018",143,1,0.3839,4,5,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1152,"MAN-MIS","8-E6","MAN-MIS.18.8","MAN-MIS_18",18,8,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",8,"E6","E",6,2,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,0,0
1153,"MAN-MIS","10-N10","MAN-MIS.7.10","MAN-MIS_7",7,10,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",10,"N10","N",10,3,"11/7/2015",1,1,"11/17/2015",10,"11/25/2015",18,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/9/2017",99,9,"5/15/2017",135,45,1.72,1720,1,12,3,15,1,1,"4/16/2018",106,"5/10/2018",130,"5/19/2018",139,3,0.5081,4,7,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1154,"MAN-MIS","1-C4","MAN-MIS.27.1","MAN-MIS_27",27,1,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",1,"C4","C",4,1,"11/7/2015",1,1,"11/19/2015",12,"11/26/2015",19,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/25/2017",145,55,1.24,1240,1,13,9,22,1,1,"4/30/2018",120,"5/14/2018",134,"5/25/2018",145,1,0.6661,8,9,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1155,"MAN-MIS","11-H7","MAN-MIS.23.11","MAN-MIS_23",23,11,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",11,"H7","H",7,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,0,0
1156,"MAN-MIS","8-G11","MAN-MIS.27.8","MAN-MIS_27",27,8,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",8,"G11","G",11,2,"11/7/2015",1,1,"11/16/2015",9,"11/26/2015",19,10,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/26/2017",146,56,1.862,1862,1,25,18,43,1,1,"4/26/2018",116,"5/7/2018",127,"5/22/2018",142,2,1.5119,15,17,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1157,"MAN-MIS","11-L11","MAN-MIS.27.11","MAN-MIS_27",27,11,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",11,"L11","L",11,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,0,0
1158,"MAN-MIS","10-C12","MAN-MIS.30.10","MAN-MIS_30",30,10,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",10,"C12","C",12,3,"11/7/2015",1,1,"11/22/2015",15,"11/30/2015",23,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,"1","4/2/2017",91,1,"5/3/2017",123,33,NA,NA,NA,0,0,1,NA,4,4,1,1,"4/19/2018",109,"5/14/2018",134,"5/26/2018",146,1,0.023,NA,1,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1159,"MAN-MIS","3-H11","MAN-MIS.32.3","MAN-MIS_32",32,3,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",3,"H11","H",11,1,"11/7/2015",1,1,"11/19/2015",12,"11/28/2015",21,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/28/2017",150,60,0.33,330,1,3,3,6,1,1,"4/23/2018",113,"5/14/2018",134,"5/24/2018",144,0,0.2006,2,2,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1160,"MAN-MIS","10-C14","MAN-MIS.18.10","MAN-MIS_18",18,10,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",10,"C14","C",14,3,"11/7/2015",1,1,"11/17/2015",10,"11/26/2015",19,9,1,0,"7/15/2016",251,241,232,11,0,0,0,1,1,"1","4/2/2017",91,1,"4/30/2017",120,30,"5/19/2017",139,49,1.995,1995,1,15,4,19,1,1,"4/19/2018",109,"4/30/2018",120,NA,NA,1,0.2457,4,5,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1161,"MAN-MIS","12-I12","MAN-MIS.23.12","MAN-MIS_23",23,12,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",12,"I12","I",12,3,"11/7/2015",1,1,"11/19/2015",12,"11/28/2015",21,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"6/2/2017",153,63,0.767,767,1,7,2,9,1,1,"4/12/2018",102,"5/10/2018",130,"5/22/2018",142,1,0.7244,6,7,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1162,"MAN-MIS","11-G5","MAN-MIS.11.11","MAN-MIS_11",11,11,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",11,"G5","G",5,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,0,0
1163,"MAN-MIS","9-C13","MAN-MIS.36.9","MAN-MIS_36",36,9,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",9,"C13","C",13,3,"11/7/2015",1,1,"11/16/2015",9,"11/26/2015",19,10,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"0","5/15/2017",135,45,"5/18/2017",138,48,"6/10/2017",161,71,0.063,63,1,2,0,2,1,1,"4/26/2018",116,"5/14/2018",134,"5/24/2018",144,0,0.0399,1,1,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1164,"MAN-MIS","5-A16","MAN-MIS.8.5","MAN-MIS_8",8,5,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",5,"A16","A",16,2,"11/7/2015",1,1,"11/15/2015",8,"11/25/2015",18,10,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"5/7/2017",127,37,"6/3/2017",154,64,0.057,57,1,4,3,7,1,1,"4/23/2018",113,"4/30/2018",120,"5/25/2018",145,0,0.111,2,2,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1165,"MAN-MIS","12-M5","MAN-MIS.32.12","MAN-MIS_32",32,12,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",12,"M5","M",5,3,"11/7/2015",1,1,"11/26/2015",19,NA,NA,NA,1,0,"10/28/2016",356,337,NA,3,0,0,0,0,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,0,0
1166,"MAN-MIS","5-G12","MAN-MIS.32.5","MAN-MIS_32",32,5,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",5,"G12","G",12,2,"11/7/2015",1,1,"11/17/2015",10,"11/26/2015",19,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,"1","4/2/2017",91,1,"5/18/2017",138,48,NA,NA,NA,0,0,1,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,0
1167,"MAN-MIS","11-G13","MAN-MIS.7.11","MAN-MIS_7",7,11,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",11,"G13","G",13,3,"11/7/2015",1,1,"11/17/2015",10,"11/24/2015",17,7,1,0,"7/19/2016",255,245,238,8,0,0,0,1,1,"1","4/2/2017",91,1,"5/3/2017",123,33,"5/15/2017",135,45,1.652,1652,1,9,3,12,1,1,"4/12/2018",102,"5/14/2018",134,"5/23/2018",143,1,0.445,3,4,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1168,"MAN-MIS","8-C8","MAN-MIS.8.8","MAN-MIS_8",8,8,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",8,"C8","C",8,2,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,0,0
1169,"MAN-MIS","9-C10","MAN-MIS.11.9","MAN-MIS_11",11,9,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",9,"C10","C",10,3,"11/7/2015",1,1,"11/18/2015",11,"11/27/2015",20,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"6/2/2017",153,63,0.079,79,1,1,1,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,0
1170,"MAN-MIS","8-H11","MAN-MIS.32.8","MAN-MIS_32",32,8,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",8,"H11","H",11,2,"11/7/2015",1,1,"11/21/2015",14,"11/29/2015",22,8,1,0,"8/4/2016",271,257,249,2,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/26/2017",146,56,2.809,2809,1,20,7,27,1,1,"4/19/2018",109,"5/3/2018",123,"5/18/2018",138,0,1.9025,11,11,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1171,"MAN-MIS","9-F6","MAN-MIS.8.9","MAN-MIS_8",8,9,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",9,"F6","F",6,3,"11/7/2015",1,1,"11/23/2015",16,"12/2/2015",25,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/25/2017",145,55,1.359,1359,1,16,4,20,1,1,"4/19/2018",109,"5/14/2018",134,"5/24/2018",144,2,0.2398,2,4,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1172,"MAN-MIS","1-F15","MAN-MIS.11.1","MAN-MIS_11",11,1,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",1,"F15","F",15,1,"11/7/2015",1,1,"11/15/2015",8,"11/22/2015",15,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/17/2017",137,47,0.704,704,1,16,5,21,1,1,"4/16/2018",106,"5/3/2018",123,"5/25/2018",145,6,0.1256,3,9,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1173,"MAN-MIS","11-I15","MAN-MIS.18.11","MAN-MIS_18",18,11,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",11,"I15","I",15,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,0,0
1174,"MAN-MIS","1-E15","MAN-MIS.7.1","MAN-MIS_7",7,1,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",1,"E15","E",15,1,"11/7/2015",1,1,"11/16/2015",9,"11/23/2015",16,7,1,1,"7/5/2016",241,232,225,19,2,0.097,97,1,1,"0","4/5/2017",95,5,"5/7/2017",127,37,"6/2/2017",153,63,0.607,607,1,6,3,9,1,1,"4/19/2018",109,"4/30/2018",120,"5/20/2018",140,2,1.4795,7,9,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1175,"MAN-MIS","4-A15","MAN-MIS.7.4","MAN-MIS_7",7,4,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",4,"A15","A",15,1,"11/7/2015",1,1,"11/18/2015",11,"11/25/2015",18,7,1,0,"8/8/2016",275,264,257,2,0,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"6/1/2017",152,62,2.03,2030,1,12,7,19,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,0
1176,"MAN-MIS","6-L14","MAN-MIS.8.6","MAN-MIS_8",8,6,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",6,"L14","L",14,2,"11/7/2015",1,1,"11/19/2015",12,"11/29/2015",22,10,1,0,"11/6/2016",365,353,343,5,0,0,0,1,1,"0","4/12/2017",102,12,"5/3/2017",123,33,"5/28/2017",148,58,0.419,419,1,6,6,12,1,1,"4/19/2018",109,"5/7/2018",127,"5/25/2018",145,1,0.0188,1,2,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1177,"MAN-MIS","2-F2","MAN-MIS.23.2","MAN-MIS_23",23,2,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",2,"F2","F",2,1,"11/7/2015",1,1,"11/18/2015",11,"11/24/2015",17,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/17/2017",137,47,0.273,273,1,6,5,11,1,1,"4/12/2018",102,"5/3/2018",123,"5/17/2018",137,0,0.2245,3,3,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1178,"MAN-MIS","7-F16","MAN-MIS.36.7","MAN-MIS_36",36,7,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",7,"F16","F",16,2,"11/7/2015",1,1,"11/17/2015",10,"11/24/2015",17,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"5/7/2017",127,37,"6/2/2017",153,63,0.964,964,1,9,11,20,1,1,"4/26/2018",116,"5/14/2018",134,"5/25/2018",145,0,0.0428,1,1,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1179,"MAN-MIS","7-B8","MAN-MIS.32.7","MAN-MIS_32",32,7,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",7,"B8","B",8,2,"11/7/2015",1,1,"11/19/2015",12,"11/26/2015",19,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/30/2017",120,30,"5/30/2017",150,60,0.528,528,1,4,7,11,1,1,"4/19/2018",109,"5/10/2018",130,"5/19/2018",139,1,0.8758,4,5,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1180,"MAN-MIS","6-K10","MAN-MIS.23.6","MAN-MIS_23",23,6,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",6,"K10","K",10,2,"11/7/2015",1,1,"11/17/2015",10,"11/24/2015",17,7,1,0,"11/6/2016",365,355,348,9,0,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/28/2017",148,58,2.168,2168,1,14,5,19,1,1,"4/12/2018",102,"5/14/2018",134,"5/23/2018",143,1,0.9888,11,12,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1181,"MAN-MIS","10-A2","MAN-MIS.32.10","MAN-MIS_32",32,10,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",10,"A2","A",2,3,"11/7/2015",1,1,"11/18/2015",11,"11/27/2015",20,9,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"5/3/2017",123,33,"5/31/2017",151,61,0.275,275,1,5,2,7,1,0,"4/26/2018",116,NA,NA,NA,NA,1,NA,NA,1,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1182,"MAN-MIS","11-B2","MAN-MIS.36.11","MAN-MIS_36",36,11,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",11,"B2","B",2,3,"11/7/2015",1,1,"11/16/2015",9,"11/23/2015",16,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"5/26/2017",146,56,0.628,628,1,9,6,15,1,1,"4/16/2018",106,"5/14/2018",134,"5/27/2018",147,0,0.1154,3,3,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1183,"MAN-MIS","5-K6","MAN-MIS.23.5","MAN-MIS_23",23,5,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",5,"K6","K",6,2,"11/7/2015",1,1,"11/19/2015",12,"11/26/2015",19,7,1,1,"8/17/2016",284,272,265,1,1,0.004,4,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/23/2017",143,53,1.918,1918,1,19,7,26,1,1,"4/16/2018",106,"5/10/2018",130,"5/20/2018",140,0,1.7831,15,15,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1184,"MAN-MIS","11-B15","MAN-MIS.30.11","MAN-MIS_30",30,11,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",11,"B15","B",15,3,"11/7/2015",1,1,"11/18/2015",11,"11/26/2015",19,8,1,0,"11/8/2016",366,355,347,5,0,0,0,1,1,"1","4/2/2017",91,1,"5/3/2017",123,33,"5/28/2017",148,58,0.326,326,1,3,5,8,1,1,"4/16/2018",106,"5/14/2018",134,"5/26/2018",146,0,0.3823,4,4,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1185,"MAN-MIS","5-C6","MAN-MIS.27.5","MAN-MIS_27",27,5,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",5,"C6","C",6,2,"11/7/2015",1,1,"11/17/2015",10,"11/25/2015",18,8,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,"1","4/2/2017",91,1,"4/19/2017",109,19,NA,NA,NA,0,0,1,NA,3,3,1,0,"4/12/2018",102,"4/30/2018",120,NA,NA,1,NA,NA,1,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1186,"MAN-MIS","12-N10","MAN-MIS.30.12","MAN-MIS_30",30,12,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",12,"N10","N",10,3,"11/7/2015",1,1,"11/17/2015",10,"11/26/2015",19,9,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,0,0
1187,"MAN-MIS","1-E3","MAN-MIS.8.1","MAN-MIS_8",8,1,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",1,"E3","E",3,1,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,0,0
1188,"MAN-MIS","4-M5","MAN-MIS.11.4","MAN-MIS_11",11,4,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",4,"M5","M",5,1,"11/7/2015",1,1,"11/21/2015",14,"11/28/2015",21,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,"0","4/9/2017",99,9,"5/10/2017",130,40,NA,NA,NA,0,0,1,NA,3,3,1,0,"4/19/2018",109,"5/10/2018",130,NA,NA,1,NA,NA,1,1,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,1,1
1189,"MAN-MIS","12-I10","MAN-MIS.18.12","MAN-MIS_18",18,12,"Alvar","GL_alvar","Jill_Hamilton","7/8/2015",12,"I10","I",10,3,"11/7/2015",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.80825,-82.75912,193,40,5.2,18.8,-9.2,28,822,369,18.5,50.9,929,1758,4760,122,173,139,276,136,226,-34.8,34.6,613,164,12.9,66,1056.428,0,0
