Family.Unique,Block.ID,HabitatType,Region,Population,Dist.from.cg.km,Germination.Y.N,Survival.Y.N,Survival.Y.N.2017,Flower.Y.N.2016,Flower.Y.N.2017,No.Flowers.2016,Total.Flowers.2017,Fruit.Y.N.2016,Fruit.Y.N.2017,No.Fruit.2016,No.Fruit.2017,sm,sm.2,Flowering.Y.N.2018,Total.Flowers.2018,Fruit.Y.N.2018,No.Fruit.2018,seedmass.2018.g.,Surv2017,Surv2018,sm.3,sm2017,sm2018
NAP-CE_33,10,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,5,0,1,0,3,0,130,1,1,0,0,0,1,1,0,130,130
NAP-CE_35,12,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_24,5,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,1,1,3,9,0,1,0,2,0,160,1,4,1,3,0.4708,1,1,471,160,631
NAP-CE_23,11,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,6,0,1,0,5,0,304,1,3,1,2,0.1324,1,1,132,304,436
NAP-CE_2,1,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_19,6,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,15,0,1,0,11,0,497,1,8,1,5,0.5866,1,1,587,497,1084
NAP-CE_29,10,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_2,6,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_33,12,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,1,1,4,14,0,1,0,10,0,404,1,1,0,0,0,1,1,0,404,404
NAP-CE_7,6,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,5,0,1,0,1,0,142,1,4,1,3,0.2116,1,1,212,142,354
NAP-CE_6,4,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,11,0,1,0,3,0,171,1,5,1,1,0.0594,1,1,59,171,230
NAP-CE_23,12,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,3,0,1,0,1,0,82,0,0,0,0,0,1,0,0,82,82
NAP-CE_19,3,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,4,0,1,0,3,0,539,1,6,1,5,0.55,1,1,550,539,1089
NAP-CE_19,12,Alvar,GL_alvar,NAP-CE,1551.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_23,2,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_33,3,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,1,1,8,29,0,1,0,17,0,828,1,11,1,9,0.6047,1,1,605,828,1433
NAP-CE_14,9,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
NAP-CE_14,10,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_35,5,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_19,1,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,3,0,1,0,2,0,13,1,1,0,0,0,1,1,0,13,13
NAP-CE_35,3,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_2,11,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_7,11,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NAP-CE_14,7,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_2,5,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NAP-CE_2,12,Alvar,GL_alvar,NAP-CE,1551.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_29,9,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,1,1,18,8,0,1,0,3,0,216,1,6,1,6,0.4465,1,1,446,216,662
NAP-CE_19,10,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,1,1,8,6,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
NAP-CE_24,4,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_14,11,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_33,2,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,1,1,10,12,0,1,0,10,0,780,1,7,1,4,0.3533,1,1,353,780,1133
NAP-CE_24,6,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_19,8,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_6,9,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_19,5,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_7,3,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,7,0,1,0,6,0,283,1,4,1,2,0.1642,1,1,164,283,447
NAP-CE_29,3,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,1,1,14,8,0,1,0,2,0,159,1,5,1,2,0.1209,1,1,121,159,280
NAP-CE_7,2,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,17,0,1,0,10,0,664,1,19,1,11,0.9352,1,1,935,664,1599
NAP-CE_14,4,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,5,0,1,0,4,0,246,1,2,1,1,0.0476,1,1,48,246,294
NAP-CE_14,8,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_19,2,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_29,7,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_35,6,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_23,3,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,8,0,1,0,2,0,93,1,3,1,3,0.1329,1,1,133,93,226
NAP-CE_23,8,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_14,5,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_33,8,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,1,1,2,15,0,1,0,9,0,553,1,6,1,4,0.2275,1,1,228,553,781
NAP-CE_6,7,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,13,0,1,0,5,0,258,1,7,1,5,0.8578,1,1,858,258,1116
NAP-CE_23,5,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,5,0,1,0,3,0,165,1,1,0,0,0,1,1,0,165,165
NAP-CE_24,10,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,1,1,2,19,0,1,0,17,0,1269,1,8,1,6,0.5995,1,1,600,1269,1869
NAP-CE_2,4,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_14,2,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_33,4,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,1,1,4,9,0,1,0,7,0,442,1,3,1,2,0.2236,1,1,224,442,666
NAP-CE_35,4,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_6,10,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_14,1,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,7,0,1,0,6,0,721,1,7,1,5,0.304,1,1,304,721,1025
NAP-CE_2,7,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_19,4,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,1,1,1,1,0,1,0,1,0,59,1,2,1,1,0.0272,1,1,27,59,86
NAP-CE_19,9,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_33,1,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,1,1,3,20,0,1,0,16,0,1220,1,10,1,8,1.0741,1,1,1074,1220,2294
NAP-CE_6,5,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_19,11,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_33,11,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,1,1,7,8,0,1,0,1,0,29,1,5,1,0,0,1,1,0,29,29
NAP-CE_29,5,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
NAP-CE_6,12,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,7,0,1,0,4,0,224,1,1,1,1,0.035,1,1,35,224,259
NAP-CE_33,6,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,9,0,1,0,5,0,414,1,8,1,5,0.601,1,1,601,414,1015
NAP-CE_24,9,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,2,0,0,0,0,0,0,1,4,1,2,0.2098,1,1,210,0,210
NAP-CE_35,11,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_29,1,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,1,1,4,8,0,1,0,1,0,80,1,1,1,1,0.0198,1,1,20,80,100
NAP-CE_35,7,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_23,10,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,7,0,1,0,7,0,763,1,6,1,5,0.6721,1,1,672,763,1435
NAP-CE_14,3,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_33,7,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,1,1,3,17,0,1,0,12,0,686,1,3,1,3,0.3199,1,1,320,686,1006
NAP-CE_35,8,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_2,8,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,16,0,1,0,6,0,297,1,11,1,3,0.1407,1,1,141,297,438
NAP-CE_6,1,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_7,1,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,8,0,1,0,1,0,68,1,4,1,2,0.4093,1,1,409,68,477
NAP-CE_2,3,Alvar,GL_alvar,NAP-CE,1551.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-CE_33,5,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
NAP-CE_23,4,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,5,0,1,0,3,0,102,1,4,1,3,0.1076,1,1,108,102,210
NAP-CE_29,8,Alvar,GL_alvar,NAP-CE,1551.28,1,1,1,0,1,0,7,0,1,0,3,0,87,1,6,1,3,0.091,1,1,91,87,178
NAP-SCH_5,7,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,15,19,0,1,0,14,0,1232,1,9,1,7,0.6654,1,1,665,1232,1897
NAP-SCH_29,3,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,3,11,0,1,0,7,0,475,1,5,1,3,0.5067,1,1,507,475,982
NAP-SCH_14,6,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_9,12,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_5,1,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,1,24,1,1,1,18,19,1019,1,16,1,12,0.7993,1,1,799,1038,1837
NAP-SCH_3,5,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,8,23,0,1,0,19,0,2049,1,5,1,5,0.7557,1,1,756,2049,2805
NAP-SCH_14,11,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_23,11,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NAP-SCH_17,6,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_14,3,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_17,1,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,6,0,1,0,5,0,360,1,2,1,2,0.2917,1,1,292,360,652
NAP-SCH_20,7,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,1,5,0,1,0,2,0,220,1,1,0,0,0,1,1,0,220,220
NAP-SCH_5,6,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,11,0,1,0,2,0,144,1,4,1,3,0.1922,1,1,192,144,336
NAP-SCH_9,6,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_7,12,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,5,13,0,1,0,7,0,403,1,4,1,3,0.1828,1,1,183,403,586
NAP-SCH_11,7,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,10,0,1,0,8,0,796,1,5,1,4,0.8309,1,1,831,796,1627
NAP-SCH_5,12,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_29,9,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,4,0,1,0,1,0,268,1,3,1,2,0.248,1,1,248,268,516
NAP-SCH_23,3,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,5,15,0,1,0,10,0,1384,1,7,1,7,0.828,1,1,828,1384,2212
NAP-SCH_9,7,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_11,9,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,8,0,1,0,5,0,163,1,1,1,1,0.137,1,1,137,163,300
NAP-SCH_3,1,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,9,15,0,1,0,10,0,686,1,1,0,0,0,1,1,0,686,686
NAP-SCH_11,1,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_14,8,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_17,2,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_29,11,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_3,3,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,7,0,1,0,3,0,161,1,2,1,2,0.2688,1,1,269,161,430
NAP-SCH_17,12,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_9,10,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,13,0,1,0,10,0,764,1,3,1,2,0.1363,1,1,136,764,900
NAP-SCH_5,4,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,2,23,0,1,0,12,0,666,1,8,1,6,0.804,1,1,804,666,1470
NAP-SCH_14,2,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,3,0,1,0,1,0,109,0,0,0,0,0,1,0,0,109,109
NAP-SCH_20,11,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_23,8,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,14,0,1,0,8,0,573,1,6,1,5,0.7216,1,1,722,573,1295
NAP-SCH_20,5,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,12,0,1,0,8,0,422,1,10,1,9,0.8,1,1,800,422,1222
NAP-SCH_3,6,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,1,12,0,1,0,9,0,564,0,0,0,0,0,1,0,0,564,564
NAP-SCH_17,9,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,4,0,1,0,3,0,72,1,3,1,2,0.2393,1,1,239,72,311
NAP-SCH_17,4,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_14,10,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,1,7,0,1,0,7,0,650,1,1,0,0,0,1,1,0,650,650
NAP-SCH_11,2,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,13,0,1,0,11,0,1204,1,5,1,5,0.6598,1,1,660,1204,1864
NAP-SCH_7,1,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,23,27,0,1,0,19,0,1053,1,20,1,13,1.2515,1,1,1252,1053,2305
NAP-SCH_14,9,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_3,9,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,8,0,1,0,5,0,561,1,6,1,5,1.1461,1,1,1146,561,1707
NAP-SCH_23,10,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,9,17,0,1,0,9,0,361,1,9,1,4,0.2118,1,1,212,361,573
NAP-SCH_3,2,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,13,0,1,0,9,0,870,1,6,1,6,0.8992,1,1,899,870,1769
NAP-SCH_3,7,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,8,0,1,0,6,0,628,1,2,1,2,0.1873,1,1,187,628,815
NAP-SCH_29,6,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_23,1,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,1,11,0,1,0,7,0,431,1,3,1,2,0.2273,1,1,227,431,658
NAP-SCH_17,11,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,13,0,1,0,13,0,1587,1,9,1,9,0.9119,1,1,912,1587,2499
NAP-SCH_29,2,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,16,0,1,0,10,0,1535,1,4,1,3,0.4472,1,1,447,1535,1982
NAP-SCH_29,4,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,6,0,1,0,4,0,141,1,13,1,9,1.0616,1,1,1062,141,1203
NAP-SCH_20,4,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,10,0,1,0,7,0,420,1,6,1,2,0.2292,1,1,229,420,649
NAP-SCH_20,12,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,5,0,1,0,4,0,130,1,3,1,2,0.0991,1,1,99,130,229
NAP-SCH_3,4,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_11,6,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,1,13,0,1,0,9,0,1184,1,4,1,2,0.2137,1,1,214,1184,1398
NAP-SCH_11,11,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0.0395,1,1,40,0,40
NAP-SCH_9,4,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_29,10,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,6,6,0,1,0,3,0,206,1,3,1,1,0.4522,1,1,452,206,658
NAP-SCH_7,2,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,13,0,1,0,2,0,90,1,13,1,9,0.4899,1,1,490,90,580
NAP-SCH_11,8,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,3,0,1,0,0,0,0,1,5,1,4,0.4146,1,1,415,0,415
NAP-SCH_5,10,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,5,0,1,0,1,0,37,1,2,1,0,0,1,1,0,37,37
NAP-SCH_20,8,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_9,1,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_9,5,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,1,3,0,1,0,1,0,74,1,1,1,1,0.0991,1,1,99,74,173
NAP-SCH_17,10,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,8,0,1,0,7,0,533,1,1,0,0,0,1,1,0,533,533
NAP-SCH_20,2,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,7,0,1,0,3,0,232,0,0,0,0,0,1,0,0,232,232
NAP-SCH_11,5,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,2,0,1,0,1,0,68,1,0,0,0,0,1,1,0,68,68
NAP-SCH_29,8,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,4,0,0,0,0,0,0,1,4,1,3,0.3084,1,1,308,0,308
NAP-SCH_23,4,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,25,0,1,0,9,0,853,1,16,1,13,1.9233,1,1,1923,853,2776
NAP-SCH_5,2,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,11,0,1,0,5,0,433,1,6,1,6,0.4772,1,1,477,433,910
NAP-SCH_11,4,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,10,9,0,1,0,4,0,253,1,3,1,2,0.3083,1,1,308,253,561
NAP-SCH_5,3,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,6,0,1,0,1,0,16,1,9,1,4,0.1269,1,1,127,16,143
NAP-SCH_3,12,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,1,1,0,1,0,1,0,34,1,3,1,2,0.1283,1,1,128,34,162
NAP-SCH_7,7,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,6,0,1,0,6,0,313,0,0,0,0,0,1,0,0,313,313
NAP-SCH_9,3,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,8,13,0,1,0,9,0,1691,1,2,1,1,0.1649,1,1,165,1691,1856
NAP-SCH_11,3,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_29,7,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,5,12,0,1,0,7,0,617,1,6,1,6,1.0994,1,1,1099,617,1716
NAP-SCH_23,5,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,5,33,0,1,0,21,0,2421,1,16,1,14,2.3834,1,1,2383,2421,4804
NAP-SCH_20,9,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,4,0,1,0,2,0,71,1,1,0,0,0,1,1,0,71,71
NAP-SCH_29,5,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,1,1,2,3,0,1,0,1,0,38,1,9,1,8,1.0141,1,1,1014,38,1052
NAP-SCH_14,12,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAP-SCH_23,2,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,5,0,1,0,1,0,39,1,3,1,1,0.0533,1,1,53,39,92
NAP-SCH_11,10,Alvar,GL_alvar,NAP-SCH,1542.945,1,1,1,0,1,0,11,0,1,0,4,0,362,1,2,1,2,0.1357,1,1,136,362,498
NAP-SCH_20,1,Alvar,GL_alvar,NAP-SCH,1542.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
