"","Sample.ID","Family.Unique","Block.ID","HabitatType","Region","Population","Dist.from.cg.km","Germination.Y.N","Survival.Y.N","Survival.Y.N.2017","Flower.Y.N.2016","Flower.Y.N.2017","No.Flowers.2016","Total.Flowers.2017","Fruit.Y.N.2016","Fruit.Y.N.2017","No.Fruit.2016","No.Fruit.2017","sm","sm.2","Survival.Y.N.2018","Flowering.Y.N.2018","Total.Flowers.2018","Fruit.Y.N.2018","No.Fruit.2018","seedmass.2018.g.","Surv2017","Surv2018","sm.3","sm2017","sm2018","row","BLOCK.POS","Family.NonUnique","Replicate","Collector","Collection.Date","Position","Letter.Pos","No.Position","Bench","Planting.Date","Germination.Date","No.Days.to.Germ","True.Leaf","No.Days.to.TrueLeaf","Germ.to.TrueLeaf","DTFF.2016","no.Planting.to.DTFF","No.Days.Germ.to.Flr","No.Days.TL.to.Flr","Seedmass.2016","Flowering.4.2.17.Y.N","DTFF.2017","DTFF.Ordinal.Day.2017","norm.flower.date.2017","Date.to.Bolt.2017","DtB.O.Day.2017","norm.bolt.date.2017","Date.to.Fruit.2017","Fruit.O.Day.2017","norm.fruit.date.2017","Seedmass.2017","Total.N.R.2017","DTFF.2018","DTFF.18.Oday","DtB.2018","DtB.Oday.2018","Date.to.Fruit.2018","Date.to.Fruit.Oday.2018","Non.reproductive.flowers","Latitude","Longitude","Elevation.m","n.fruit.envelopes","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD_0","DD5","DD_18","DD18","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD","MAR","RH"
"1263","MB-CRN.27.7","MB-CRN_27",7,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,1,1,3,10,0,1,0,6,0,613,1,1,5,1,4,0.3065,1,1,306,613,919,1281,"7-H13",27,7,"Rebekah_Neufeld","7/2/2015","H13","H",13,2,"11/7/2015","11/20/2015",13,"11/26/2015",19,6,"7/20/2016",256,243,237,0,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/27/2017",147,57,0.613,4,"4/23/2018",113,"5/10/2018",130,"5/22/2018",142,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1264","MB-CRN.27.8","MB-CRN_27",8,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,1,1,1,11,0,1,0,7,0,454,1,1,1,1,1,0.0519,1,1,52,454,506,1312,"8-G4",27,8,"Rebekah_Neufeld","7/2/2015","G4","G",4,2,"11/7/2015","11/21/2015",14,"11/28/2015",21,7,"8/11/2016",278,264,257,0,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/29/2017",149,59,0.454,4,"5/7/2018",127,"5/10/2018",130,"5/27/2018",147,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1265","MB-CRN.27.9","MB-CRN_27",9,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,7,0,1,0,4,0,229,1,1,2,1,2,0.3253,1,1,325,229,554,1233,"9-J15",27,9,"Rebekah_Neufeld","7/2/2015","J15","J",15,3,"11/7/2015","11/16/2015",9,"11/24/2015",17,8,NA,NA,NA,NA,0,"1","4/16/2017",105,15,"4/23/2017",113,23,"5/17/2017",137,47,0.229,3,"4/12/2018",102,"4/26/2018",116,"5/27/2018",147,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1266","MB-CRN.29.1","MB-CRN_29",1,"Prairie","MB_alvar","MB-CRN",472.9779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,"1-C13",29,1,"Rebekah_Neufeld","7/2/2015","C13","C",13,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1267","MB-CRN.29.10","MB-CRN_29",10,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,1,1,1,8,0,1,0,4,0,166,1,1,5,1,4,0.2013,1,1,201,166,367,1261,"10-L3",29,10,"Rebekah_Neufeld","7/2/2015","L3","L",3,3,"11/7/2015","11/15/2015",8,"11/21/2015",14,6,"8/16/2016",283,275,269,0,"1","4/2/2017",91,1,"4/19/2017",109,19,"5/26/2017",146,56,0.166,4,"4/30/2018",120,"5/7/2018",127,"5/18/2018",138,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1268","MB-CRN.29.11","MB-CRN_29",11,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,3,0,1,0,1,0,137,1,0,0,0,0,0,1,0,0,137,137,1242,"11-G10",29,11,"Rebekah_Neufeld","7/2/2015","G10","G",10,3,"11/7/2015","11/17/2015",10,"11/24/2015",17,7,NA,NA,NA,NA,0,"0","4/5/2017",95,5,"4/23/2017",113,23,"5/27/2017",147,57,0.137,2,NA,NA,NA,NA,NA,NA,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1269","MB-CRN.29.12","MB-CRN_29",12,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,6,0,1,0,1,0,26,1,1,8,1,8,0.7444,1,1,744,26,770,1268,"12-D2",29,12,"Rebekah_Neufeld","7/2/2015","D2","D",2,3,"11/7/2015","11/21/2015",14,"11/26/2015",19,5,NA,NA,NA,NA,0,"1","4/2/2017",91,1,"4/23/2017",113,23,"6/2/2017",153,63,0.026,5,"4/26/2018",116,"5/7/2018",127,"5/20/2018",140,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1270","MB-CRN.29.2","MB-CRN_29",2,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,18,0,1,0,5,0,139,1,1,9,1,6,0.3374,1,1,337,139,476,1296,"2-B11",29,2,"Rebekah_Neufeld","7/2/2015","B11","B",11,1,"11/7/2015","11/16/2015",9,"11/23/2015",16,7,NA,NA,NA,NA,0,"1","4/2/2017",91,1,"4/12/2017",102,12,NA,NA,NA,0.139,13,"4/19/2018",109,"5/3/2018",123,"5/18/2018",138,3,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1271","MB-CRN.29.3","MB-CRN_29",3,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,12,0,1,0,2,0,84,1,1,11,1,10,1.2254,1,1,1225,84,1309,1208,"3-B12",29,3,"Rebekah_Neufeld","7/2/2015","B12","B",12,1,"11/7/2015","11/17/2015",10,"11/24/2015",17,7,NA,NA,NA,NA,0,"1","4/16/2017",106,16,"4/30/2017",120,30,"5/28/2017",148,58,0.084,10,"4/23/2018",113,"5/10/2018",130,NA,NA,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1272","MB-CRN.29.4","MB-CRN_29",4,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,1,1,1,10,0,1,0,3,0,119,1,1,8,1,7,0.5515,1,1,552,119,671,1200,"4-F16",29,4,"Rebekah_Neufeld","7/2/2015","F16","F",16,1,"11/7/2015","11/18/2015",11,"11/26/2015",19,8,"8/10/2016",277,266,258,0,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/27/2017",147,57,0.119,7,"4/26/2018",116,"5/14/2018",134,"5/23/2018",143,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1273","MB-CRN.29.5","MB-CRN_29",5,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,11,0,1,0,7,0,475,1,1,5,1,5,0.2158,1,1,216,475,691,1228,"5-M16",29,5,"Rebekah_Neufeld","7/2/2015","M16","M",16,2,"11/7/2015","11/17/2015",10,"11/24/2015",17,7,NA,NA,NA,NA,0,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/31/2017",151,61,0.475,4,"4/16/2018",106,"5/10/2018",130,"5/22/2018",142,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1274","MB-CRN.29.6","MB-CRN_29",6,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,1,1,1,7,0,1,0,3,0,172,1,1,1,1,1,0.1155,1,1,116,172,288,1213,"6-A2",29,6,"Rebekah_Neufeld","7/2/2015","A2","A",2,2,"11/7/2015","11/17/2015",10,NA,NA,NA,"7/21/2016",257,247,NA,0,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/20/2017",140,50,0.172,4,"4/26/2018",116,"5/17/2018",137,"5/29/2018",149,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1275","MB-CRN.29.7","MB-CRN_29",7,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,4,0,1,0,3,0,261,1,1,1,0,0,0,1,1,0,261,261,1207,"7-E5",29,7,"Rebekah_Neufeld","7/2/2015","E5","E",5,2,"11/7/2015","11/21/2015",14,"11/27/2015",20,6,NA,NA,NA,NA,0,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/17/2017",137,47,0.261,1,"4/19/2018",109,NA,NA,NA,NA,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1276","MB-CRN.29.8","MB-CRN_29",8,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,10,0,1,0,5,0,182,1,1,5,1,5,0.8086,1,1,809,182,991,1257,"8-D11",29,8,"Rebekah_Neufeld","7/2/2015","D11","D",11,2,"11/7/2015","11/16/2015",9,"11/23/2015",16,7,NA,NA,NA,NA,0,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/15/2017",135,45,0.182,5,"4/26/2018",116,"5/7/2018",127,"5/18/2018",138,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1277","MB-CRN.29.9","MB-CRN_29",9,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,3,0,1,0,3,0,281,0,0,0,0,0,0,1,0,0,281,281,1282,"9-G14",29,9,"Rebekah_Neufeld","7/2/2015","G14","G",14,3,"11/7/2015","11/17/2015",10,"11/24/2015",17,7,NA,NA,NA,NA,0,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/17/2017",137,47,0.281,0,NA,NA,NA,NA,NA,NA,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1278","MB-CRN.32.1","MB-CRN_32",1,"Prairie","MB_alvar","MB-CRN",472.9779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,"1-C12",32,1,"Rebekah_Neufeld","7/2/2015","C12","C",12,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1279","MB-CRN.32.10","MB-CRN_32",10,"Prairie","MB_alvar","MB-CRN",472.9779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267,"10-E15",32,10,"Rebekah_Neufeld","7/2/2015","E15","E",15,3,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1280","MB-CRN.32.11","MB-CRN_32",11,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,"11-B14",32,11,"Rebekah_Neufeld","7/2/2015","B14","B",14,3,"11/7/2015","11/24/2015",17,"11/29/2015",22,5,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1281","MB-CRN.32.12","MB-CRN_32",12,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1221,"12-D8",32,12,"Rebekah_Neufeld","7/2/2015","D8","D",8,3,"11/7/2015","11/21/2015",14,"11/26/2015",19,5,NA,NA,NA,NA,0,"1","4/2/2017",91,1,"5/3/2017",123,33,"5/18/2017",138,48,0,1,NA,NA,NA,NA,NA,NA,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1282","MB-CRN.32.2","MB-CRN_32",2,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,1,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1248,"2-C5",32,2,"Rebekah_Neufeld","7/2/2015","C5","C",5,1,"11/7/2015","11/16/2015",9,"11/24/2015",17,8,"10/30/2016",358,349,341,0,"1","4/2/2017",91,1,"5/15/2017",135,45,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1283","MB-CRN.32.3","MB-CRN_32",3,"Prairie","MB_alvar","MB-CRN",472.9779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,"3-K3",32,3,"Rebekah_Neufeld","7/2/2015","K3","K",3,1,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1284","MB-CRN.32.4","MB-CRN_32",4,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1235,"4-F15",32,4,"Rebekah_Neufeld","7/2/2015","F15","F",15,1,"11/7/2015","11/19/2015",12,"11/26/2015",19,7,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1285","MB-CRN.32.5","MB-CRN_32",5,"Prairie","MB_alvar","MB-CRN",472.9779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,"5-E16",32,5,"Rebekah_Neufeld","7/2/2015","E16","E",16,2,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1286","MB-CRN.32.6","MB-CRN_32",6,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,6,0,1,0,2,0,96,1,0,0,0,0,0,1,0,0,96,96,1234,"6-E15",32,6,"Rebekah_Neufeld","7/2/2015","E15","E",15,2,"11/7/2015","12/7/2015",31,"12/15/2015",39,8,NA,NA,NA,NA,0,"1","4/2/2017",91,1,"4/30/2017",120,30,"5/28/2017",148,58,0.096,4,NA,NA,NA,NA,NA,NA,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1287","MB-CRN.32.7","MB-CRN_32",7,"Prairie","MB_alvar","MB-CRN",472.9779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,"7-B13",32,7,"Rebekah_Neufeld","7/2/2015","B13","B",13,2,"11/7/2015","12/9/201",33,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1288","MB-CRN.32.8","MB-CRN_32",8,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,1,1,8,2,0,0,0,0,0,0,1,1,4,0,0,0,1,1,0,0,0,1246,"8-G5",32,8,"Rebekah_Neufeld","7/2/2015","G5","G",5,2,"11/7/2015","11/16/2015",9,"11/23/2015",16,7,"11/1/2016",360,351,344,0,"0","5/3/2017",123,33,"5/15/2017",135,45,NA,NA,NA,0,2,"5/3/2018",123,"5/10/2018",130,NA,NA,4,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1289","MB-CRN.32.9","MB-CRN_32",9,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,3,0,1,0,2,0,86,1,0,0,0,0,0,1,0,0,86,86,1306,"9-A12",32,9,"Rebekah_Neufeld","7/2/2015","A12","A",12,3,"11/7/2015","11/18/2015",11,"11/29/2015",22,11,NA,NA,NA,NA,0,"1","4/2/2017",91,1,"4/23/2017",113,23,"6/10/2017",161,71,0.086,1,NA,NA,NA,NA,NA,NA,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1290","MB-CRN.34.1","MB-CRN_34",1,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,4,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1315,"1-B8",34,1,"Rebekah_Neufeld","7/2/2015","B8","B",8,1,"11/7/2015","11/19/2015",12,"11/26/2015",19,7,NA,NA,NA,NA,0,"1","4/2/2017",91,1,"4/16/2017",106,16,NA,NA,NA,0,4,"4/26/2018",116,NA,NA,NA,NA,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1291","MB-CRN.34.10","MB-CRN_34",10,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,9,0,1,0,3,0,390,1,1,4,1,3,0.1451,1,1,145,390,535,1270,"10-F16",34,10,"Rebekah_Neufeld","7/2/2015","F16","F",16,3,"11/7/2015","11/17/2015",10,"11/25/2015",18,8,NA,NA,NA,NA,0,"1","4/2/2017",91,1,"5/3/2017",123,33,"6/2/2017",153,63,0.39,6,"5/7/2018",127,"5/14/2018",134,"5/25/2018",145,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1292","MB-CRN.34.11","MB-CRN_34",11,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,2,1,1,0.017,1,1,17,0,17,1258,"11-C16",34,11,"Rebekah_Neufeld","7/2/2015","C16","C",16,3,"11/7/2015","11/17/2015",10,"11/25/2015",18,8,NA,NA,NA,NA,0,"0","4/5/2017",95,5,"5/7/2017",127,37,NA,NA,NA,0,1,"5/14/2018",134,"5/17/2018",137,"5/28/2018",148,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1293","MB-CRN.34.12","MB-CRN_34",12,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,"12-K4",34,12,"Rebekah_Neufeld","7/2/2015","K4","K",4,3,"11/7/2015","11/16/2015",9,"11/25/2015",18,9,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1294","MB-CRN.34.2","MB-CRN_34",2,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,6,0,1,0,4,0,316,1,1,1,1,1,0.0192,1,1,19,316,335,1236,"2-C8",34,2,"Rebekah_Neufeld","7/2/2015","C8","C",8,1,"11/7/2015","11/17/2015",10,"11/23/2015",16,6,NA,NA,NA,NA,0,"1","4/2/2017",91,1,"4/30/2017",120,30,"5/20/2017",140,50,0.316,2,"4/26/2018",116,"5/10/2018",130,"5/25/2018",145,0,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1295","MB-CRN.34.3","MB-CRN_34",3,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,1,1,4,12,0,1,0,2,0,389,1,1,3,1,2,0.1029,1,1,103,389,492,1198,"3-K6",34,3,"Rebekah_Neufeld","7/2/2015","K6","K",6,1,"11/7/2015","11/16/2015",9,"11/23/2015",16,7,"7/18/2016",254,245,238,0,"1","4/2/2017",91,1,NA,NA,NA,"5/25/2017",145,55,0.389,10,"4/26/2018",116,"5/14/2018",134,"5/23/2018",143,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1296","MB-CRN.34.4","MB-CRN_34",4,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,3,0,0,0,0,0,0,1,1,4,1,3,0.3349,1,1,335,0,335,1230,"4-J11",34,4,"Rebekah_Neufeld","7/2/2015","J11","J",11,1,"11/7/2015","11/21/2015",14,"11/26/2015",19,5,NA,NA,NA,NA,0,"0","4/23/2017",113,23,"5/7/2017",127,37,NA,NA,NA,0,3,"4/23/2018",113,"5/3/2018",123,"5/19/2018",139,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1297","MB-CRN.34.5","MB-CRN_34",5,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1286,"5-B5",34,5,"Rebekah_Neufeld","7/2/2015","B5","B",5,2,"11/7/2015","11/17/2015",10,"11/24/2015",17,7,NA,NA,NA,NA,0,"1","4/2/2017",91,1,"5/15/2017",135,45,NA,NA,NA,0,1,"4/12/2018",102,NA,NA,NA,NA,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1298","MB-CRN.34.6","MB-CRN_34",6,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,4,0,0,0,0,0,0,1,1,3,1,2,0.1812,1,1,181,0,181,1259,"6-E12",34,6,"Rebekah_Neufeld","7/2/2015","E12","E",12,2,"11/7/2015","11/16/2015",9,"11/24/2015",17,8,NA,NA,NA,NA,0,"0","4/9/2017",99,9,"4/30/2017",120,30,NA,NA,NA,0,4,"4/30/2018",120,"5/7/2018",127,"5/19/2018",139,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1299","MB-CRN.34.7","MB-CRN_34",7,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,1,1,1,17,0,1,0,12,0,616,1,1,1,0,0,0,1,1,0,616,616,1240,"7-L12",34,7,"Rebekah_Neufeld","7/2/2015","L12","L",12,2,"11/7/2015","11/17/2015",10,"11/23/2015",16,6,"8/10/2016",277,267,261,0,"1","4/2/2017",91,1,"4/23/2017",113,23,NA,NA,NA,0.616,5,"4/16/2018",106,"5/21/2018",141,NA,NA,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1300","MB-CRN.34.8","MB-CRN_34",8,"Prairie","MB_alvar","MB-CRN",472.9779,1,1,1,0,1,0,6,0,0,0,0,0,0,1,1,5,1,4,0.306,1,1,306,0,306,1278,"8-L13",34,8,"Rebekah_Neufeld","7/2/2015","L13","L",13,2,"11/7/2015","11/15/2015",8,"11/23/2015",16,8,NA,NA,NA,NA,0,"1","4/2/2017",91,1,"4/16/2017",106,16,NA,NA,NA,0,6,"4/19/2018",109,"5/7/2018",127,"5/17/2018",137,1,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
"1301","MB-CRN.34.9","MB-CRN_34",9,"Prairie","MB_alvar","MB-CRN",472.9779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,"9-I7",34,9,"Rebekah_Neufeld","7/2/2015","I7","I",7,3,"11/7/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,51.070942,-97.461336,231,40,0.2,17.4,-20.7,38.1,540,332,18.9,52.3,2182,1375,6515,60,125,156,250,94,163,-47,37.3,617,225,12.6,52
