"","row","Population","BLOCK.POS","Sample.ID","Family.Unique","Family.NonUnique","Replicate","HabitatType","Region","Collector","Collection.Date","Block.ID","Position","Letter.Pos","No.Position","Bench","Planting.Date","Survival.Y.N","Germination.Y.N","Germination.Date","No.Days.to.Germ","True.Leaf","No.Days.to.TrueLeaf","Germ.to.TrueLeaf","Flower.Y.N.2016","Fruit.Y.N.2016","DTFF.2016","no.Planting.to.DTFF","No.Days.Germ.to.Flr","No.Days.TL.to.Flr","No.Flowers.2016","No.Fruit.2016","Seedmass.2016","sm","Flower.Y.N.2017","Fruit.Y.N.2017","Flowering.4.2.17.Y.N","DTFF.2017","DTFF.Ordinal.Day.2017","norm.flower.date.2017","Date.to.Bolt.2017","DtB.O.Day.2017","norm.bolt.date.2017","Date.to.Fruit.2017","Fruit.O.Day.2017","norm.fruit.date.2017","Seedmass.2017","sm.2","Survival.Y.N.2017","No.Fruit.2017","Total.N.R.2017","Total.Flowers.2017","Flowering.Y.N.2018","Fruit.Y.N.2018","DTFF.2018","DTFF.18.Oday","DtB.2018","DtB.Oday.2018","Date.to.Fruit.2018","Date.to.Fruit.Oday.2018","Non.reproductive.flowers","seedmass.2018.g.","No.Fruit.2018","Total.Flowers.2018","Survival.Y.N.2018","Latitude","Longitude","Elevation.m","n.fruit.envelopes","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD_0","DD5","DD_18","DD18","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD","MAR","RH","Dist.from.cg.km","Surv2017","Surv2018"
"539",539,"CAR-NBA","6-J5","CAR-NBA.21.6","CAR-NBA_21",21,6,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",6,"J5","J",5,2,"11/7/2015",1,1,"11/16/2015",9,"11/23/2015",16,7,1,0,"7/20/2016",256,247,240,4,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"6/4/2017",155,65,0.093,93,1,1,3,4,1,1,"4/12/2018",102,"4/30/2018",120,"5/20/2018",140,2,0.1757,4,6,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"540",540,"CAR-NBA","3-J2","CAR-NBA.12.3","CAR-NBA_12",12,3,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",3,"J2","J",2,1,"11/7/2015",1,1,"11/19/2015",12,"11/25/2015",18,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"6/2/2017",153,63,0.722,722,1,6,6,12,1,1,"4/16/2018",106,"5/10/2018",130,"5/19/2018",139,4,0.7981,8,12,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"NA.471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"542",542,"CAR-NBA","1-J7","CAR-NBA.21.1","CAR-NBA_21",21,1,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",1,"J7","J",7,1,"11/7/2015",1,1,"11/17/2015",10,"11/25/2015",18,8,1,0,"7/14/2016",250,240,232,8,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/15/2017",135,45,0.82,820,1,13,11,24,1,1,"4/23/2018",113,"5/7/2018",127,"5/18/2018",138,7,0.4449,7,14,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"543",543,"CAR-NBA","2-D12","CAR-NBA.11.2","CAR-NBA_11",11,2,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",2,"D12","D",12,1,"11/7/2015",1,1,"11/15/2015",8,"11/22/2015",15,7,1,0,"6/1/2016",207,199,192,26,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/15/2017",135,45,1.692,1692,1,11,8,19,1,1,"4/16/2018",106,"5/10/2018",130,"5/20/2018",140,0,1.223,7,7,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"545",545,"CAR-NBA","4-C16","CAR-NBA.4.4","CAR-NBA_4",4,4,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",4,"C16","C",16,1,"11/7/2015",1,1,"11/18/2015",11,"11/26/2015",19,8,1,0,"6/24/2016",230,219,211,13,0,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/27/2017",147,57,1.778,1778,1,18,12,30,1,1,"4/19/2018",109,"5/10/2018",130,"5/25/2018",145,5,1.2795,10,15,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"546",546,"CAR-NBA","11-E15","CAR-NBA.1.11","CAR-NBA_1",1,11,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",11,"E15","E",15,3,"11/7/2015",1,1,"11/16/2015",9,"11/25/2015",18,9,1,0,"7/26/2016",262,253,244,8,0,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"6/1/2017",152,62,0.976,976,1,7,5,12,1,1,"4/26/2018",116,"5/14/2018",134,"5/20/2018",140,1,0.1838,3,4,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"NA.472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"548",548,"CAR-NBA","1-N12","CAR-NBA.7.1","CAR-NBA_7",7,1,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",1,"N12","N",12,1,"11/7/2015",1,1,"11/17/2015",10,"11/24/2015",17,7,1,0,"5/28/2016",203,193,186,6,0,0,0,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/20/2017",140,50,0.045,45,1,6,3,9,1,1,"4/19/2018",109,"5/14/2018",134,"5/20/2018",140,1,1.136,6,7,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"NA.473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"550",550,"CAR-NBA","2-L2","CAR-NBA.13.2","CAR-NBA_13",13,2,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",2,"L2","L",2,1,"11/7/2015",1,1,"11/19/2015",12,"11/25/2015",18,6,1,1,"6/30/2016",236,224,218,22,14,0.338,338,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"5/20/2017",140,50,2.203,2203,1,22,11,33,1,1,"4/16/2018",106,"5/7/2018",127,"5/19/2018",139,3,1.145,7,10,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"551",551,"CAR-NBA","7-N5","CAR-NBA.21.7","CAR-NBA_21",21,7,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",7,"N5","N",5,2,"11/7/2015",1,1,"11/16/2015",9,"11/24/2015",17,8,1,0,"7/26/2016",262,253,245,5,0,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/23/2017",143,53,0.096,96,1,2,7,9,1,1,"4/16/2018",106,"5/10/2018",130,"5/24/2018",144,8,0.1219,5,13,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"552",552,"CAR-NBA","3-K10","CAR-NBA.7.3","CAR-NBA_7",7,3,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",3,"K10","K",10,1,"11/7/2015",1,1,"11/16/2015",9,"11/22/2015",15,6,1,1,"5/27/2016",202,193,187,6,1,0.012,12,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"6/2/2017",153,63,1.649,1649,1,9,5,14,1,1,"4/19/2018",109,"5/10/2018",130,"5/21/2018",141,0,0.6667,5,5,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"NA.474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NA.475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"555",555,"CAR-NBA","7-J8","CAR-NBA.4.7","CAR-NBA_4",4,7,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",7,"J8","J",8,2,"11/7/2015",1,1,"11/16/2015",9,"11/23/2015",16,7,1,0,"7/28/2016",264,255,248,6,0,0,0,1,1,"1","4/2/2017",91,1,"4/9/2017",99,9,"5/15/2017",135,45,0.9,900,1,11,12,23,1,1,"4/12/2018",102,"4/30/2018",120,"5/19/2018",139,2,0.2501,4,6,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"556",556,"CAR-NBA","12-G16","CAR-NBA.7.12","CAR-NBA_7",7,12,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",12,"G16","G",16,3,"11/7/2015",1,1,"11/17/2015",10,"11/24/2015",17,7,1,1,"5/26/2016",201,191,184,15,3,0.036,36,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"6/10/2017",161,71,0.353,353,1,5,6,11,1,1,"4/30/2018",120,"5/10/2018",130,"5/20/2018",140,0,0.094,3,3,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"557",557,"CAR-NBA","10-B2","CAR-NBA.12.10","CAR-NBA_12",12,10,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",10,"B2","B",2,3,"11/7/2015",1,1,"11/17/2015",10,"11/25/2015",18,8,1,1,"6/30/2016",236,226,218,13,2,0.028,28,1,1,"1","4/2/2017",91,1,"4/23/2017",113,23,"5/17/2017",137,47,1.011,1011,1,13,9,22,1,1,"4/19/2018",109,"5/3/2018",123,"5/20/2018",140,1,0.0888,2,3,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"558",558,"CAR-NBA","6-M7","CAR-NBA.3.6","CAR-NBA_3",3,6,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",6,"M7","M",7,2,"11/7/2015",1,1,"11/16/2015",9,"11/23/2015",16,7,1,1,"6/29/2016",235,226,220,21,1,0.012,12,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/15/2017",135,45,1.158,1158,1,12,9,21,1,1,"4/23/2018",113,"5/3/2018",123,"5/19/2018",139,2,0.8932,7,9,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"NA.476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NA.477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"561",561,"CAR-NBA","9-A11","CAR-NBA.11.9","CAR-NBA_11",11,9,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",9,"A11","A",11,3,"11/7/2015",1,1,"11/19/2015",12,"11/27/2015",20,8,1,0,"7/1/2016",237,225,217,1,0,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/15/2017",135,45,0.692,692,1,12,7,19,1,1,"4/26/2018",116,"5/14/2018",134,"5/23/2018",143,0,0.7634,7,7,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"NA.478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"563",563,"CAR-NBA","3-E14","CAR-NBA.1.3","CAR-NBA_1",1,3,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",3,"E14","E",14,1,"11/7/2015",1,1,"11/18/2015",11,"11/24/2015",17,6,1,1,"5/26/2016",201,190,184,45,3,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/15/2017",135,45,2.124,2124,1,23,5,28,1,1,"4/16/2018",106,"4/30/2018",120,"5/24/2018",144,NA,1.8206,12,12,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"564",564,"CAR-NBA","1-H3","CAR-NBA.11.1","CAR-NBA_11",11,1,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",1,"H3","H",3,1,"11/7/2015",1,1,"11/17/2015",10,"11/24/2015",17,7,1,0,"6/8/2016",214,204,197,15,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/25/2017",145,55,1.651,1651,1,14,12,26,1,1,"4/16/2018",106,"5/3/2018",123,"5/22/2018",142,2,0.4899,8,10,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"565",565,"CAR-NBA","8-B4","CAR-NBA.3.8","CAR-NBA_3",3,8,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",8,"B4","B",4,2,"11/7/2015",1,1,"11/16/2015",9,"11/23/2015",16,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/19/2017",139,49,1.641,1641,1,14,3,17,1,1,"4/12/2018",102,"4/30/2018",120,"5/19/2018",139,1,2.1403,14,15,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"NA.479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"567",567,"CAR-NBA","2-H4","CAR-NBA.12.2","CAR-NBA_12",12,2,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",2,"H4","H",4,1,"11/7/2015",1,1,"11/15/2015",8,"11/21/2015",14,6,1,0,"5/28/2016",203,195,189,1,0,0,0,1,1,"0","4/5/2017",95,5,"4/16/2017",106,16,"5/24/2017",144,54,0.608,608,1,9,7,16,1,1,"4/16/2018",106,"5/7/2018",127,"5/21/2018",141,4,0.0225,1,5,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"568",568,"CAR-NBA","2-K11","CAR-NBA.3.2","CAR-NBA_3",3,2,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",2,"K11","K",11,1,"11/7/2015",1,1,"11/16/2015",9,"11/22/2015",15,6,1,0,"7/23/2016",259,250,244,22,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,NA,NA,NA,1.634,1634,1,15,5,20,1,1,"4/26/2018",116,"5/7/2018",127,"5/19/2018",139,1,1.1617,9,10,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"569",569,"CAR-NBA","11-E8","CAR-NBA.12.11","CAR-NBA_12",12,11,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",11,"E8","E",8,3,"11/7/2015",1,1,"11/19/2015",12,"11/26/2015",19,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"0","4/5/2017",95,5,"4/16/2017",106,16,"5/23/2017",143,53,0.575,575,1,8,1,9,1,1,"4/23/2018",113,"5/7/2018",127,"5/20/2018",140,1,0.2404,6,7,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"570",570,"CAR-NBA","2-M14","CAR-NBA.10.2","CAR-NBA_10",10,2,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",2,"M14","M",14,1,"11/7/2015",1,1,"11/16/2015",9,"11/23/2015",16,7,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/26/2017",146,56,0.395,395,1,6,11,17,1,1,"4/12/2018",102,"5/14/2018",134,"5/21/2018",141,4,0.4733,6,10,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"571",571,"CAR-NBA","5-N2","CAR-NBA.11.5","CAR-NBA_11",11,5,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",5,"N2","N",2,2,"11/7/2015",1,1,"11/16/2015",9,"11/24/2015",17,8,1,1,"5/31/2016",206,197,189,11,1,0.005,5,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/29/2017",149,59,0.999,999,1,16,3,19,1,1,"4/12/2018",102,"5/7/2018",127,"5/20/2018",140,1,0.8947,4,5,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"572",572,"CAR-NBA","10-D12","CAR-NBA.1.10","CAR-NBA_1",1,10,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",10,"D12","D",12,3,"11/7/2015",1,1,"11/17/2015",10,"11/24/2015",17,7,1,0,"8/9/2016",276,266,259,4,0,0,0,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/15/2017",135,45,0.868,868,1,9,4,13,1,1,"4/30/2018",120,"5/10/2018",130,"5/18/2018",138,1,0.386,4,5,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"NA.480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"574",574,"CAR-NBA","12-F12","CAR-NBA.12.12","CAR-NBA_12",12,12,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",12,"F12","F",12,3,"11/7/2015",1,1,"11/15/2015",8,"11/25/2015",18,10,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"4/19/2017",109,19,"5/28/2017",148,58,0.906,906,1,8,3,11,1,1,"5/7/2018",127,"5/10/2018",130,"5/20/2018",140,0,0.0946,1,1,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"NA.481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"576",576,"CAR-NBA","8-H12","CAR-NBA.12.8","CAR-NBA_12",12,8,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",8,"H12","H",12,2,"11/7/2015",1,1,"11/25/2015",18,"12/4/2015",27,9,1,1,"7/20/2016",256,239,229,10,1,0.012,12,1,1,"1","4/2/2017",91,1,"4/16/2017",106,16,"5/17/2017",137,47,2.585,2585,1,21,7,28,1,1,"5/3/2018",123,"5/10/2018",130,"5/19/2018",139,0,3.1156,20,20,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"NA.482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"578",578,"CAR-NBA","4-B10","CAR-NBA.1.4","CAR-NBA_1",1,4,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",4,"B10","B",10,1,"11/7/2015",1,1,"11/15/2015",8,"11/23/2015",16,8,1,0,"7/16/2016",252,244,236,2,0,0,0,1,1,"1","4/2/2017",91,1,"4/12/2017",102,12,"5/25/2017",145,55,0.746,746,1,10,12,22,1,1,"4/16/2018",106,"5/7/2018",127,"5/19/2018",139,1,0.7766,7,8,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
"579",579,"CAR-NBA","11-G2","CAR-NBA.4.11","CAR-NBA_4",4,11,"Alvar","GL_alvar","Jill_Hamilton","7/7/2015",11,"G2","G",2,3,"11/7/2015",1,1,"11/18/2015",11,"11/24/2015",17,6,0,0,NA,NA,NA,NA,NA,NA,0,0,1,1,"1","4/2/2017",91,1,"5/3/2017",123,33,"5/28/2017",148,58,1.492,1492,1,15,8,23,1,1,"4/30/2018",120,"5/10/2018",130,"5/19/2018",139,0,0.3308,4,4,1,44.68502,-79.05154,268,21,5.7,19.2,-9.1,28.2,911,398,17.2,48.2,904,1887,4611,149,167,139,273,134,258,-35.5,35.6,689,175,13.5,63,1368.191,1,1
